COUNTRY,PSRAID,MUSLIM,Q34A
Argentina,110754,Not Muslim,A lot of confidence
Argentina,110755,Not Muslim,Not too much confidence
Argentina,110756,Not Muslim,Some confidence
Argentina,110757,Not Muslim,A lot of confidence
Argentina,110758,Not Muslim,Some confidence
Argentina,110759,Not Muslim,Not too much confidence
Argentina,110760,Not Muslim,Don't know
Argentina,110761,Not Muslim,Some confidence
Argentina,110762,Not Muslim,Some confidence
Argentina,110763,Not Muslim,Don't know
Argentina,110764,Not Muslim,No confidence at all
Argentina,110765,Not Muslim,Don't know
Argentina,110766,Not Muslim,Not too much confidence
Argentina,110767,Not Muslim,Don't know
Argentina,110768,Not Muslim,Refused
Argentina,110769,Not Muslim,Refused
Argentina,110770,Not Muslim,Not too much confidence
Argentina,110771,Not Muslim,Some confidence
Argentina,110772,Not Muslim,Some confidence
Argentina,110773,Not Muslim,Some confidence
Argentina,110774,Not Muslim,Refused
Argentina,110775,Not Muslim,Some confidence
Argentina,110776,Not Muslim,Some confidence
Argentina,110777,Not Muslim,Not too much confidence
Argentina,110778,Not Muslim,Some confidence
Argentina,110779,Not Muslim,Some confidence
Argentina,110780,Not Muslim,No confidence at all
Argentina,110781,Not Muslim,Not too much confidence
Argentina,110782,Not Muslim,Some confidence
Argentina,110783,Not Muslim,Some confidence
Argentina,110784,Not Muslim,Some confidence
Argentina,110785,Not Muslim,Some confidence
Argentina,110786,Not Muslim,Some confidence
Argentina,110787,Not Muslim,Not too much confidence
Argentina,110788,Not Muslim,Not too much confidence
Argentina,110789,Not Muslim,Some confidence
Argentina,110790,Not Muslim,Some confidence
Argentina,110791,Not Muslim,Some confidence
Argentina,110792,Not Muslim,Some confidence
Argentina,110793,Not Muslim,Some confidence
Argentina,110794,Not Muslim,Not too much confidence
Argentina,110795,Not Muslim,Some confidence
Argentina,110796,Not Muslim,Some confidence
Argentina,110797,Not Muslim,A lot of confidence
Argentina,110798,Not Muslim,Some confidence
Argentina,110799,Not Muslim,Some confidence
Argentina,110800,Not Muslim,Refused
Argentina,110801,Not Muslim,Not too much confidence
Argentina,110802,Not Muslim,Not too much confidence
Argentina,110803,Not Muslim,A lot of confidence
Argentina,110804,Not Muslim,Not too much confidence
Argentina,110805,Not Muslim,Some confidence
Argentina,110806,Not Muslim,Refused
Argentina,110807,Not Muslim,Not too much confidence
Argentina,110808,Not Muslim,Some confidence
Argentina,110809,Not Muslim,Some confidence
Argentina,110810,Not Muslim,Some confidence
Argentina,110811,Not Muslim,Not too much confidence
Argentina,110812,Not Muslim,No confidence at all
Argentina,110813,Not Muslim,A lot of confidence
Argentina,110814,Not Muslim,Not too much confidence
Argentina,110815,Not Muslim,Not too much confidence
Argentina,110816,Not Muslim,A lot of confidence
Argentina,110817,Not Muslim,Some confidence
Argentina,110818,Not Muslim,Not too much confidence
Argentina,110819,Not Muslim,A lot of confidence
Argentina,110820,Not Muslim,Not too much confidence
Argentina,110821,Not Muslim,Some confidence
Argentina,110822,Not Muslim,A lot of confidence
Argentina,110823,Not Muslim,Some confidence
Argentina,110824,Not Muslim,Not too much confidence
Argentina,110825,Not Muslim,No confidence at all
Argentina,110826,Not Muslim,Some confidence
Argentina,110827,Not Muslim,Some confidence
Argentina,110828,Not Muslim,Some confidence
Argentina,110829,Not Muslim,A lot of confidence
Argentina,110830,Not Muslim,Some confidence
Argentina,110831,Not Muslim,Don't know
Argentina,110832,Not Muslim,Some confidence
Argentina,110833,Not Muslim,Not too much confidence
Argentina,110834,Not Muslim,Not too much confidence
Argentina,110835,Not Muslim,Some confidence
Argentina,110836,Not Muslim,Don't know
Argentina,110837,Not Muslim,Don't know
Argentina,110838,Not Muslim,A lot of confidence
Argentina,110839,Not Muslim,Don't know
Argentina,110840,Not Muslim,Some confidence
Argentina,110841,Not Muslim,Not too much confidence
Argentina,110842,Not Muslim,Not too much confidence
Argentina,110843,Not Muslim,Refused
Argentina,110844,Not Muslim,Some confidence
Argentina,110845,Not Muslim,Don't know
Argentina,110846,Not Muslim,Not too much confidence
Argentina,110847,Not Muslim,Don't know
Argentina,110848,Not Muslim,Some confidence
Argentina,110849,Not Muslim,Some confidence
Argentina,110850,Not Muslim,No confidence at all
Argentina,110851,Not Muslim,Some confidence
Argentina,110852,Not Muslim,Not too much confidence
Argentina,110853,Not Muslim,Some confidence
Argentina,110854,Not Muslim,Some confidence
Argentina,110855,Not Muslim,No confidence at all
Argentina,110856,Not Muslim,Some confidence
Argentina,110857,Not Muslim,Not too much confidence
Argentina,110858,Not Muslim,A lot of confidence
Argentina,110859,Not Muslim,A lot of confidence
Argentina,110860,Not Muslim,Some confidence
Argentina,110861,Not Muslim,Some confidence
Argentina,110862,Not Muslim,Not too much confidence
Argentina,110863,Not Muslim,Not too much confidence
Argentina,110864,Not Muslim,Some confidence
Argentina,110865,Not Muslim,Some confidence
Argentina,110866,Not Muslim,Some confidence
Argentina,110867,Not Muslim,Some confidence
Argentina,110868,Not Muslim,No confidence at all
Argentina,110869,Not Muslim,Not too much confidence
Argentina,110870,Not Muslim,Not too much confidence
Argentina,110871,Not Muslim,Don't know
Argentina,110872,Not Muslim,Don't know
Argentina,110873,Not Muslim,Don't know
Argentina,110874,Not Muslim,Some confidence
Argentina,110875,Not Muslim,Don't know
Argentina,110876,Not Muslim,Some confidence
Argentina,110877,Not Muslim,Some confidence
Argentina,110878,Not Muslim,Refused
Argentina,110879,Not Muslim,Some confidence
Argentina,110880,Not Muslim,Not too much confidence
Argentina,110881,Not Muslim,A lot of confidence
Argentina,110882,Not Muslim,A lot of confidence
Argentina,110883,Not Muslim,Don't know
Argentina,110884,Not Muslim,Don't know
Argentina,110885,Not Muslim,Some confidence
Argentina,110886,Not Muslim,Some confidence
Argentina,110887,Not Muslim,Refused
Argentina,110888,Not Muslim,A lot of confidence
Argentina,110889,Not Muslim,Don't know
Argentina,110890,Not Muslim,Some confidence
Argentina,110891,Not Muslim,Don't know
Argentina,110892,Not Muslim,Some confidence
Argentina,110893,Not Muslim,Not too much confidence
Argentina,110894,Not Muslim,Some confidence
Argentina,110895,Not Muslim,Don't know
Argentina,110896,Not Muslim,Some confidence
Argentina,110897,Not Muslim,Some confidence
Argentina,110898,Not Muslim,Some confidence
Argentina,110899,Not Muslim,Some confidence
Argentina,110900,Not Muslim,Don't know
Argentina,110901,Not Muslim,Some confidence
Argentina,110902,Not Muslim,Not too much confidence
Argentina,110903,Not Muslim,Don't know
Argentina,110904,Not Muslim,Refused
Argentina,110905,Not Muslim,Some confidence
Argentina,110906,Not Muslim,Some confidence
Argentina,110907,Not Muslim,Don't know
Argentina,110908,Not Muslim,Some confidence
Argentina,110909,Not Muslim,Not too much confidence
Argentina,110910,Not Muslim,Not too much confidence
Argentina,110911,Not Muslim,Not too much confidence
Argentina,110912,Not Muslim,Not too much confidence
Argentina,110913,Not Muslim,No confidence at all
Argentina,110914,Not Muslim,No confidence at all
Argentina,110915,Not Muslim,No confidence at all
Argentina,110916,Not Muslim,No confidence at all
Argentina,110917,Not Muslim,No confidence at all
Argentina,110918,Not Muslim,No confidence at all
Argentina,110919,Not Muslim,Not too much confidence
Argentina,110920,Not Muslim,Not too much confidence
Argentina,110921,Not Muslim,Not too much confidence
Argentina,110922,Not Muslim,Not too much confidence
Argentina,110923,Not Muslim,Not too much confidence
Argentina,110924,Not Muslim,No confidence at all
Argentina,110925,Not Muslim,Not too much confidence
Argentina,110926,Not Muslim,Not too much confidence
Argentina,110927,Not Muslim,No confidence at all
Argentina,110928,Not Muslim,No confidence at all
Argentina,110929,Not Muslim,No confidence at all
Argentina,110930,Not Muslim,Some confidence
Argentina,110931,Not Muslim,Some confidence
Argentina,110932,Not Muslim,Not too much confidence
Argentina,110933,Not Muslim,A lot of confidence
Argentina,110934,Not Muslim,Not too much confidence
Argentina,110935,Not Muslim,No confidence at all
Argentina,110936,Not Muslim,Not too much confidence
Argentina,110937,Not Muslim,Not too much confidence
Argentina,110938,Not Muslim,No confidence at all
Argentina,110939,Not Muslim,No confidence at all
Argentina,110940,Not Muslim,Some confidence
Argentina,110941,Not Muslim,Some confidence
Argentina,110942,Not Muslim,Not too much confidence
Argentina,110943,Not Muslim,Some confidence
Argentina,110944,Not Muslim,Some confidence
Argentina,110945,Not Muslim,Some confidence
Argentina,110946,Not Muslim,Not too much confidence
Argentina,110947,Not Muslim,Some confidence
Argentina,110948,Not Muslim,No confidence at all
Argentina,110949,Not Muslim,No confidence at all
Argentina,110950,Not Muslim,A lot of confidence
Argentina,110951,Not Muslim,A lot of confidence
Argentina,110952,Not Muslim,Not too much confidence
Argentina,110953,Not Muslim,Not too much confidence
Argentina,110954,Not Muslim,No confidence at all
Argentina,110955,Not Muslim,No confidence at all
Argentina,110956,Not Muslim,No confidence at all
Argentina,110957,Not Muslim,A lot of confidence
Argentina,110958,Not Muslim,Don't know
Argentina,110959,Not Muslim,No confidence at all
Argentina,110960,Not Muslim,Some confidence
Argentina,110961,Not Muslim,No confidence at all
Argentina,110962,Not Muslim,Some confidence
Argentina,110963,Not Muslim,No confidence at all
Argentina,110964,Not Muslim,No confidence at all
Argentina,110965,Not Muslim,Don't know
Argentina,110966,Not Muslim,No confidence at all
Argentina,110967,Not Muslim,Some confidence
Argentina,110968,Not Muslim,No confidence at all
Argentina,110969,Not Muslim,A lot of confidence
Argentina,110970,Not Muslim,Some confidence
Argentina,110971,Not Muslim,Don't know
Argentina,110972,Not Muslim,Some confidence
Argentina,110973,Not Muslim,Don't know
Argentina,110974,Not Muslim,Don't know
Argentina,110975,Not Muslim,A lot of confidence
Argentina,110976,Not Muslim,Some confidence
Argentina,110977,Not Muslim,No confidence at all
Argentina,110978,Not Muslim,Some confidence
Argentina,110979,Not Muslim,Don't know
Argentina,110980,Not Muslim,Some confidence
Argentina,110981,Not Muslim,No confidence at all
Argentina,110982,Not Muslim,Some confidence
Argentina,110983,Not Muslim,No confidence at all
Argentina,110984,Not Muslim,A lot of confidence
Argentina,110985,Not Muslim,Some confidence
Argentina,110986,Not Muslim,Some confidence
Argentina,110987,Not Muslim,Some confidence
Argentina,110988,Not Muslim,Some confidence
Argentina,110989,Not Muslim,Some confidence
Argentina,110990,Not Muslim,Some confidence
Argentina,110991,Not Muslim,Some confidence
Argentina,110992,Not Muslim,Some confidence
Argentina,110993,Not Muslim,Some confidence
Argentina,110994,Not Muslim,A lot of confidence
Argentina,110995,Not Muslim,Some confidence
Argentina,110996,Not Muslim,Not too much confidence
Argentina,110997,Not Muslim,Not too much confidence
Argentina,110998,Not Muslim,Some confidence
Argentina,110999,Not Muslim,Some confidence
Argentina,111000,Not Muslim,Not too much confidence
Argentina,111001,Not Muslim,No confidence at all
Argentina,111002,Not Muslim,A lot of confidence
Argentina,111003,Not Muslim,Some confidence
Argentina,111004,Not Muslim,No confidence at all
Argentina,111005,Not Muslim,Not too much confidence
Argentina,111006,Not Muslim,Not too much confidence
Argentina,111007,Not Muslim,A lot of confidence
Argentina,111008,Not Muslim,Don't know
Argentina,111009,Not Muslim,Don't know
Argentina,111010,Not Muslim,A lot of confidence
Argentina,111011,Not Muslim,A lot of confidence
Argentina,111012,Not Muslim,Refused
Argentina,111013,Not Muslim,Some confidence
Argentina,111014,Not Muslim,A lot of confidence
Argentina,111015,Not Muslim,Some confidence
Argentina,111016,Not Muslim,Some confidence
Argentina,111017,Not Muslim,A lot of confidence
Argentina,111018,Not Muslim,Some confidence
Argentina,111019,Not Muslim,Not too much confidence
Argentina,111020,Not Muslim,Some confidence
Argentina,111021,Not Muslim,Not too much confidence
Argentina,111022,Not Muslim,Some confidence
Argentina,111023,Not Muslim,Some confidence
Argentina,111024,Not Muslim,Some confidence
Argentina,111025,Not Muslim,Some confidence
Argentina,111026,Not Muslim,Some confidence
Argentina,111027,Not Muslim,Some confidence
Argentina,111028,Not Muslim,Some confidence
Argentina,111029,Not Muslim,Not too much confidence
Argentina,111030,Not Muslim,Some confidence
Argentina,111031,Not Muslim,Some confidence
Argentina,111032,Not Muslim,Some confidence
Argentina,111033,Not Muslim,Some confidence
Argentina,111034,Not Muslim,No confidence at all
Argentina,111035,Not Muslim,Not too much confidence
Argentina,111036,Not Muslim,Not too much confidence
Argentina,111037,Not Muslim,A lot of confidence
Argentina,111038,Not Muslim,Some confidence
Argentina,111039,Not Muslim,No confidence at all
Argentina,111040,Not Muslim,No confidence at all
Argentina,111041,Not Muslim,Some confidence
Argentina,111042,Not Muslim,Some confidence
Argentina,111043,Not Muslim,Some confidence
Argentina,111044,Not Muslim,Not too much confidence
Argentina,111045,Not Muslim,Not too much confidence
Argentina,111046,Not Muslim,Some confidence
Argentina,111047,Not Muslim,No confidence at all
Argentina,111048,Not Muslim,Some confidence
Argentina,111049,Not Muslim,Don't know
Argentina,111050,Not Muslim,Some confidence
Argentina,111051,Not Muslim,Don't know
Argentina,111052,Not Muslim,Some confidence
Argentina,111053,Not Muslim,Don't know
Argentina,111054,Not Muslim,Don't know
Argentina,111055,Not Muslim,Don't know
Argentina,111056,Not Muslim,Some confidence
Argentina,111057,Not Muslim,Some confidence
Argentina,111058,Not Muslim,No confidence at all
Argentina,111059,Not Muslim,Some confidence
Argentina,111060,Not Muslim,Don't know
Argentina,111061,Not Muslim,Don't know
Argentina,111062,Not Muslim,Some confidence
Argentina,111063,Not Muslim,Not too much confidence
Argentina,111064,Not Muslim,Don't know
Argentina,111065,Not Muslim,Some confidence
Argentina,111066,Not Muslim,Some confidence
Argentina,111067,Not Muslim,Don't know
Argentina,111068,Not Muslim,A lot of confidence
Argentina,111069,Not Muslim,Not too much confidence
Argentina,111070,Not Muslim,Not too much confidence
Argentina,111071,Not Muslim,Not too much confidence
Argentina,111072,Not Muslim,Not too much confidence
Argentina,111073,Not Muslim,Not too much confidence
Argentina,111074,Not Muslim,Not too much confidence
Argentina,111075,Not Muslim,Not too much confidence
Argentina,111076,Not Muslim,Not too much confidence
Argentina,111077,Not Muslim,Not too much confidence
